,text,meta_text
2611,"i ask because i've seen new solid wood tables for on sale for about $1 , 000 . for a used table , i would expect to pay at least a bit less . ",init-price
2612,they don't sell them like this anymore with the 4 extensions leaves . - also comes with glass top - that's rare ,supplemental
2613,i did not realize from the ad that this also has a glass top . are you able to deliver the table across town ? ,inquire
2614,"yes , the custom glass cut to fit game table size top would be difficult to transport unless have the kine pick up truck set up for that . i can do that for you so don't break in transportation . ",inform
2615,"sounds wonderful . looks like we have a deal , then . ",agree
2616,great ! . has to be over the weekend but will accept . :) enjoy ! ,thanks
2617,<end>,<end>
2618,hello i would really liek to buy your beloved green puegeot bike ,intro
2619,it's great for the city streets ! im asking 200 for it ,init-price
2620,i unfortunately do not have 200 for it . would you take around 170 for it ? ,counter-price
2621,sure ! that's acceptable ,agree
2622,<end>,<end>
2623,hi there . you interested in the house ? ,intro
2624,yes ,intro
2625,great . you know what the cost is . ,inquire
2626,please take ,unknown
2627,please take . . . . ? ,inquire
2628,price 3195 ,init-price
2629,let's meet in the middle - 3375 . ,counter-price
2630,okay done ,agree
2631,<end>,<end>
2632,hi ,intro
2633,hello ,intro
2634,how are you doing today ? ,intro
2635,i am fine . how are you ? ,intro
2636,i'm good . so what's your plan regarding the bike ? ,inquire
2637,i am interested . would you take $725 ? ,init-price
2638,i think i can't but 700$ would be fine ,counter-price
2639,<end>,<end>
2640,"im asking 35 for the holder , were you interested ? ",init-price
2641,hello ! ,intro
2642,i was thinking 19 . 95 would be a good price for this item . i would have to take my otterbox on and off each time i used the product ,counter-price
2643,i can do 30 if that's acceptable ,counter-price
2644,29 . 50 and its a deal ! ,counter-price
2645,sounds great ! ,agree
2646,<end>,<end>
2647,"hello , i am interested in your iwave speaker . the asking price is $20 correct ? ",init-price
2648,"yes it is , it's brand new , can i tell you anything about it ? ",inquire
2649,it is brand new correct ? are you willing to go any lower than $20 perhaps ? ,vague-price
2650,"yes , it was an unwanted gift still sealed in packaging . i'm reluctant to go much lower but i might ",inform
2651,"i could come pick it up right now for $10 , how does that sound ? ",counter-price
2652,i wouldn't let it go for less than $15 ,counter-price
2653,how about $12 ? you said yourself it was an unwanted gift . you could have a nice dinner with this atleast . i mean . . . how good is an iwave anyways ? ,counter-price
2654,"i want to get myself something comparable in price so i can show it to the person who gave me the speaker . iwave are excellent , i already have one of their speakers . how about $13 . 50 and i'll throw in a spare usb cable ? ",counter-price
2655,could we make it an even $13 ? my change in my cars cup holder is pretty sticky from last nights taco bell spill . i would hate to have to give you those quarters right now . ,agree
2656,"i wouldn't want those :) $13 it is , i'll see you later ! thank you ",thanks
2657,<end>,<end>
2658,you want it 200 ? ,init-price
2659,"i want it , but not at 200 . i'd like to pay 170 . ",counter-price
2660,okay 190 you want ? ,counter-price
2661,i think 190 is a fair compromise . ,agree
2662,lets do it ,thanks
2663,<end>,<end>
2664,"nice car , let me buy it for a discount because i do not need the wheels just the car ",intro
2665,"how about $20 , 000 ? ",init-price
2666,"a little too much as the wheels i have are worth 5000 , they are custom made from germany ",supplemental
2667,"$18 , 000 ",counter-price
2668,how about 15000 ,counter-price
2669,no ,disagree
2670,"its used , i can get a new one at that price you are asking ",supplemental
2671,<end>,<end>
2672,will you take $20 . thats an old phone thats out of shape ,init-price
2673,it's actually still in good condition and is a touch screen smart phone . ,supplemental
2674,yeah all phones are touch screen smart phones now ,supplemental
2675,not all phones will still work as good as this one . ,supplemental
2676,most will probably work better ,supplemental
2677,i wouldn't agree . the screen is not damaged and i think i have it listed at a very fair price . i would be surprised to see another like this for a lower amount . ,agree
2678,<end>,<end>
2679,"hey , your house looks beautiful . i waswondering if you would be willing to come down to 3000 dollars though because it's just above my budget ",init-price
2680,"i can understand that , but i'm hesitant to go much lower because i'm including many applicances and other expensive features . how about 3250 ? ",counter-price
2681,the sounds perfect . a nice happy medium . thanks ! ,agree
2682,<end>,<end>
2683,"hi there . beautiful place , isn't it ? ",intro
2684,hello yes the place isn't too bad . i would really like to know more information about it though ,supplemental
2685,what would you like to know ? ,inquire
2686,<end>,<end>
2687,hi ! i was wondering if your asking price was firm or not ,inquire
2688,"it's pretty firm , because it's in really good condition . i'm wanting $185 for it ",init-price
2689,could you drop it 20 bucks ? i'd love to have it but 185 is just over my budget ,vague-price
2690,$165 sounds good ,agree
2691,<end>,<end>
2692,hi ,intro
2693,hello ! how are you doing today ? ,intro
2694,i'm fine . how about you ? ,intro
2695,great . i'm pretty interested in the mercedes you had on craigslist . ,intro
2696,yes . what's your deal regarding the price ? ,inquire
2697,"i can do $14559 , but i can go a little higher if needed . ",init-price
2698,how about 18500$ ? ,counter-price
2699,<end>,<end>
2700,hello ,intro
2701,"hi , i'm interested in the apartment . ",intro
2702,excellent . it is in great condition and i am asking 1861 for it . ,init-price
2703,"it looks really nice , my budget is a little lower than that though , if i go much higher , my wife won't be happy . would you be willing to accept 1600 ? ",counter-price
2704,how about 1650 ? there are tennis courts and volleyball courts as well . ,counter-price
2705,that works for me ! ,agree
2706,would you like to stop by today and check them out ? ,inquire
2707,"that sounds great , we can be there around 4 . ",inform
2708,sounds good . see you then . ,thanks
2709,<end>,<end>
2710,hello i have listed this beautiful place up for rent and am willing to let it go for 2200 ,init-price
2711,hello ,intro
2712,hi how are you doing ? would you like to know more about this place ? ,inquire
2713,"this is an interesting place , i'm an experienced renter , but $2200 seems a little high for the laurel area . would you be willing to rent it to me for $1470 ? i have the deposit and first and last ready to go ",counter-price
2714,that is a little too low for me . would you be willing to go up to 2000 ? i will throw in free electriicty and water for the first 3 months ,counter-price
2715,"that is an interesting offer , if you can get down to $1800 , i'd be willing to sign a one year lease and pre pay . ",counter-price
2716,okay . that would be an acceptable deal . you got this place for a steal ! ,agree
2717,<end>,<end>
2718,can you do $3200 ? ,init-price
2719,"my price is already pretty low , i could drop a bit , but not that much . how about 3600 ? ",counter-price
2720,3500 ? ,counter-price
2721,i will deliver the keys personally if you can do 3600 ,insist
2722,3501,counter-price
2723,<end>,<end>
2724,"wow , this product looks great ! ",intro
2725,"it's an amazing , antique table with so many uses . it's got two leaves that make it extend to dining room size , a card table drop , and it's got a pristine finish . i'm asking 1200 ",init-price
2726,thats an awful lot of money . is it new ? ,inquire
2727,"it was handmade by an artisan craftsman last year . it's expensive , but it's quality . my wife hates it , though . ",inform
2728,"oh wow , well if she hates it , maybe its not that great . i will go 800 . ",counter-price
2729,nah . she just wants to paint it and i don't want to see that happen to this . i'll go $999 and i'll deliver it ,counter-price
2730,how about i pick it up for 850 ? ,counter-price
2731,900 and you have a deal ,counter-price
2732,deal ! ,agree
2733,<end>,<end>
2734,i can let it go for 150 if you can pick it up ,init-price
2735,that's a bit high . how well does it ride ? ,inquire
2736,"it rides great , though a little too small for me which is why i no longer need it ",inform
2737,i understand . you said it's in good shape--is the frame damaged at all ? ,inquire
2738,<end>,<end>
2739,i want to restore this bike so ill be upfront and ask for a deep discount ,intro
2740,i'm open to negotiations . what price are you willing to pay ? ,inquire
2741,restoration will cost about 600 so how about we reach halfway at 500 ,init-price
2742,"the bike itself is in great shape , besides the scuffs and sticker scratches . would you be willing to come up more ? i feel that 500 is too low for this bike . ",vague-price
2743,"sounds fair , i can do 675 ",counter-price
2744,can we meet up at 700 ,counter-price
2745,deal ,agree
2746,deal ! ,thanks
2747,<end>,<end>
2748,so you're looking for an apartment ? ,intro
2749,yes i am ,intro
2750,"well , the price is $2480 . is that something you would be interested in ? ",init-price
2751,that seems a bit steep for the amount of space . i was looking more in the range of $2000 ,counter-price
2752,"if you can sign by the end of the day today , i can let the place go for $2200 . ",counter-price
2753,i am definitely interested but it just out of my range i'm afraid . i would be willing to go to $2100 per month and sign today . ,counter-price
2754,excellent . i accept that offer . ,agree
2755,<end>,<end>
2756,"hello , are you interested in renting my apartment ? ",intro
2757,yes i am interested . on what floor is the apartment ? ,inquire
2758,it is a first floor apartment . ,inform
2759,"ok , there is definitely no small pets allowed ",inquire
2760,"no pets , only service animals . ",inform
2761,oh good ! my dog is a service animal . i will give pay you $1435 . per month . it's more like my budget . will you accept my offer ? ,init-price
2762,i was looking for at least $1595 . i will have to do a credit check and eviction history for a 1-yr lease . if your credit is good and no evictions . i may be able to rent it to you for $1500 ,counter-price
2763,i have excellent credit and no evictions . so there isn't any issues with those requirements . since i can bring my service dog with me i will pay the $1500 . ,counter-price
2764,great ! i'll see you soon to sign the 1-yr lease . ,agree
2765,that sounds good ! just let me know when everything is set so i can sign . ,thanks
2766,<end>,<end>
2767,hi ,intro
2768,does the phone have any problems ? ,inquire
2769,not at all . the only thing is just you need to buy simcard ,inform
2770,does it come with any accessories ? ,inquire
2771,yes ,inform
2772,what accessories does it come with ? wall charger ? usb charger ? car charger ? head phones ? ,inquire
2773,<end>,<end>
2774,hi ! are you interested in my headphones ? ,intro
2775,i am . i was going to offer around 100 dollars for them . will that do the trick ? ,init-price
2776,"i'd really like to get a bit more . i only used them twice , and they're in like-new condition . could you do maybe $120 ? ",counter-price
2777,"sure , that sounds great ! ",agree
2778,awesome . it's a deal ! ,thanks
2779,<end>,<end>
2780,that's a beautiful bike . how old is it ? ,inquire
2781,it's 5 years old . ,inform
2782,is there any damage to the bike ? ,inquire
2783,"nope , it's in great condition . ",inform
2784,"could i possibly take it on a test drive ? if it's too big for you , i want to make sure it would be a nice size for me . ",inquire
2785,"the frame is designed for someone 5'7"" to 5'9"" . does that seem like it will work for you ? ",inform
2786,it sounds perfect . are there any warranties left on the bike or its accessories ? ,inquire
2787,"they are no longer under warranty , but i've never had a problem with the bike . ",inform
2788,"ok . well , i'm interested . would you accept $140 ? ",init-price
2789,"$140 is too low for me , would $175 be feasible for you ? ",counter-price
2790,"i actually don't have that much to put into a bike at the moment , but i could do $165 , and i'll take it off of your hands with cash . how does that sound ? ",counter-price
2791,i could do $170 in cash . ,counter-price
2792,"ok , sounds like a deal ! ",inquire
2793,great ! ,thanks
2794,<end>,<end>
2795,hello ,intro
2796,"wow , this looks like a great car ! ",intro
2797,"its an awesome car , its in really great condition , i'll let you have it for 20 , 800 ",init-price
2798,"wow , thats a lot of money ! is it new ? ",inquire
2799,"no , however , its certified pre-owned . only reason i'm parting with it is because i'm moving . otherwise i would keep it . ",inform
2800,"that sounds great , but i'll pay it off right away ! i'll give you 18 , 000 . ",counter-price
2801,thats a little lower than i can part with it for . ,disagree
2802,"i was thinking more like 20 , 000 . it has a nice interior and sound system , rear camera , and very low mileage ",counter-price
2803,"thats great , but it has 53 , 000 miles . how about 18500 ? ",counter-price
2804,"for a 4 year old car , that is extremely low mileage . if you come and pick this car up , i'll let you have it for 19800 . that's $1000 off of the asking price . that is my final offer . ",counter-price
2805,"if i come and pick it up , how about 1900 . thats way to high . ",counter-price
2806,<end>,<end>
2807,hi ,intro
2808,hi . ,intro
2809,"so , your interested in the bike . . . ",intro
2810,"yes , i would be interested in the bike . are the front brakes working ? what is the condition of the tires ? ",inquire
2811,"yes , there are front brakes . . . the bike is in decent condition , however , it needs a bit of tlc with the back brakes . . . everything is completely repairable ",inform
2812,does it come with a bike lock ? would you be willing to throw one into a deal ? ,inquire
2813,"of course , i can even throw in a free delivery if needed ",inform
2814,"it sounds good . if you could deliver the bike to me and throw in a lock , i could offer you $80 . ",init-price
2815,how about we meet in the middle for 85 ? i'll deliver it the same day as purchase . ,counter-price
2816,does the $85 include the lock ? ,inquire
2817,of course ,inform
2818,agreed . $85 + (1) bike lock + free delivery to the buyer ,agree
2819,agreed ,thanks
2820,<end>,<end>
2821,hi ! are you interested in the apartment ? ,intro
2822,yes i am . ,intro
2823,well i think it is a great deal and a great place to live ! what are you looking to spend per month ? ,inquire
2824,around $2000 . 00 ,init-price
2825,"well , we are almost there . it is a great deal compared to the other places around here . how would you feel about 2200 a month ? ",counter-price
2826,that is a little too much that i can afford . i can afford $2000 . ,insist
2827,what if we throw in paying for your move ? it really is a top of the line place to live . ,inquire
2828,then i can go to $2100 . lets meet in the middle . ,counter-price
2829,"okay , i can do that . ",agree
2830,<end>,<end>
2831,"hello , how much would you like for the apartment ? ",inquire
2832,"hello , thank you for your interest , the apartment is $2250 a month ",init-price
2833,"yes , $2250 a month sounds fair . i will submit that as a final agreement . ",agree
2834,excellent thank you ,thanks
2835,<end>,<end>
2836,hi ,intro
2837,hi ,intro
2838,how big are the rooms in the house ? ,inquire
2839,the rooms are not too big not too small . this is a three bedroom property . it is approximately 1000 square feet . ,inform
2840,does it have air conditioning ? ,inquire
2841,"yes , it does have a brand new air conditioning . it also has new appliances , cabinets , , paints , carpet , toilet , and flooring ",inform
2842,"ok . i am currently able to afford $2000 a month . nothng against the property , but i think the price is rather high . ",init-price
2843,this is a fabulous home . you will never find a home like this . it is only a minute from downtown alamo . i can do 2500 ,counter-price
2844,how about $2200 ? ,counter-price
2845,alright ! you just got yourself a new home ! congratulations ! ,agree
2846,<end>,<end>
2847,hi i am very interested in buying your hmdx flow bedside audio ,intro
2848,"sure , i am asking 40 for it . ",init-price
2849,is it in good working condition and will not break as soon as i receive it ? ,inquire
2850,it's in excellent condition and the sound is amazing . it will last a long time . ,inform
2851,40s a little too steep for just the bedside audio . would you take 25 for it instead or add in some extra perks ? ,counter-price
2852,"if you can come up with 30 dollars , it is yours . trust me it's worth the price for this great multi function sound system . ",counter-price
2853,i think 30 dollars would be fine for me ,agree
2854,that's great . thanks ,thanks
2855,<end>,<end>
2856,i would like to pay 2880 for this home ? ,init-price
2857,i can't go that low . the property is really well maintained and is in a great area . ,disagree
2858,how low would you be willing to go ? ,inquire
2859,3100,counter-price
2860,<end>,<end>
2861,"hi , i am very interested in your apartment but i cannot afford 2250 a month , are you willing to come down on the rent ? ",vague-price
2862,"hello there ! i would definitely be able to come down a bit on the rent , however i wont be able to budge too much . this bedroom unit is very close to downtown , and prices in this area are very competitive ! ",agree
2863,if i sighed a year lease and paid for all the rent up front what would you be willing to do ? ,inquire
2864,"well , annual rent at the list price of 2250 would come out to 27000 , but if you would be willing to sign the years lease , i could bring it down to about 25200 . it may seem like its not significantly less , but with almost all of the utilities included , the savings would definitely be meaningful , given that there are so few bills left to pay . ",counter-price
2865,"could we make it a round 24k cash payment ? or 2000 a moth and could i bring my cat , ed ? he's very docile and litter trained . ",inquire
2866,"while i dont mind the accomodation of pets (heck , i actually love them ! ) , there would need to be an additional deposit for housing the pets , just in case something did happen . normally , for a listing like this the deposit would be around 1500 , but i could lower the price a bit more , to 24 , 900 plus an 800$ deposit ",inform
2867,"that sounds perfect , works out to $2075 a month so that's what i am offering but i will be paying it all up front plus the pet deposit . ",counter-price
2868,sounds good to me . i hope you enjoy the place ! ,agree
2869,<end>,<end>
2870,hello ,intro
2871,hi ! are you interested in the pilot ? ,intro
2872,i am interested in the honda pilot . . what is your best price you can offer ? ,inquire
2873,i'd like to try to get 5800 . i'd be willing to deliver the vehicle and add an additional warranty to try to get closer to the set price . ,init-price
2874,please do not worry i can pick up the vehicle and my uncle is a mechanic so i am not in need of a warranty ,supplemental
2875,what seems like a fair price to you ? ,inquire
2876,5300,counter-price
2877,sounds good . i can agree to that . ,agree
2878,great thanks ! ,thanks
2879,<end>,<end>
2880,"hello there , i'm very interested in the device , but i'm not sure i can afford it . would you be willing to accept a lower offer ? ",intro
2881,hi there ! yes i am open to negotiating :) ,intro
2882,i'm assuming this phone doesn't have any damage as you state it is relatively new . it's in good working order then ? ,inquire
2883,yes it is absolutely in a good working condition and has no scratches or anything . it was always used with the cover and its as new . ,inform
2884,"great , well i'm a bit strapped for cash , so how about $25 in cash . ",init-price
2885,woah ! that's too too low . i am selling it for 70$ . i can go up to $65 ,counter-price
2886,i wouldn't have enough money left over for other things at that price . could you take $40 ,counter-price
2887,i can take $50 ,counter-price
2888,fine will go with $45 but i will give you without the cover then ! ,counter-price
2889,ok ,agree
2890,<end>,<end>
2891,"hi , i am interested in your headphones ",intro
2892,hello . i'm glad to hear you are interested . they are excellent headphones ! ,intro
2893,"yes , but the price is kind of steep ",disagree
2894,"i'm asking less than what i paid , of course , as that's only right . i'm also willing to drop them off at a reasonable location within 25 miles or so at my expense . ",supplemental
2895,"i can pickup myself , no problem . i was looking around for offers for the same headphones and the range is 90-100 . you overpaid for the product ",counter-price
2896,<end>,<end>
2897,hi . are you interested in the pos computer and set ? ,intro
2898,"i am . it looks really nice . but , since it is used i was looking to pay around 160 for it . how does that sound ? ",init-price
2899,i am afraid $160 is rather low for the condition it is in . it works perfectly ! the cc swiper has never even been used . ,vague-price
2900,"i understand that . but it is used , not brand new . so there are still some risks to buying it for me . i can go up to 180 , but that is as high as i will go . ",counter-price
2901,i will accept $180 . i feel as if that is a fair deal . ,agree
2902,<end>,<end>
2903,hi ,intro
2904,"hello , i'm interesting in getting rid of this table asap . are you interested in buying it ? ",intro
2905,yes . is it in good condition ? i think it looks very beautiful . ,inquire
2906,"thank you . it's in excellent condition . can be used as a sofa table or dining room table . it has 4 extension leaves , custom glass cut to fit game table size . it is a great table .",inform
2907, i'm asking $1000 but might be willing to negotiate . ,init-price
2908,can you go lower to about 500 dollars ? i am on a tight budget right now . ,counter-price
2909,"i understand a tight budget , but you are getting a three in one beautiful all wood table . if you are willing to pick it up i'll accept $750 ",counter-price
2910,"i am willing to pick it up . but , i would like to pay 700 for it . is that okay ? ",counter-price
2911,well it's less than i'm asking but i'll accept $700 provided you pick it up tonight . ,agree
2912,i will . is it a deal ? ,inquire
2913,deal ! ,agree
2914,<end>,<end>
2915,"hello , i'm interested in the jaguar . how many miles does it have ? ",inquire
2916,"i'm not sure of the exact miles , but i'm going to guess around $165 , xxx ",inform
2917,is it clean ? what kind of shape is the interior and exterior in ? ,inquire
2918,the condition is outstanding for a 2002 . the inside leather is nice and clean and the paint outside is decent but expected not to be perfect . overall in great condition ! ,inform
2919,"considering that it's a 2002 with at least 165k miles , i am willing to offer $2450 . ",init-price
2920,"it has some modern upgrades including security , bluetooth and auxilary , and everything is functionally sound . how about $3250 ? ",counter-price
2921,if you deliver the car i'll take that price . ,supplemental
2922,"for $3250 , i can definitely deliver ! ",agree
2923,deal ,thanks
2924,<end>,<end>
2925,hello i would really like to buy your listed house ,intro
2926,excellent . i'm looking for $2480 . the house is in excellent condition . ,init-price
2927,would you be willing to lower that price a little ? maybe to 2200 ? or throw in some extra perks such as electricity or water ? ,counter-price
2928,that is a reasonable offer . i'm willing to accept your offer of $2200 . ,agree
2929,<end>,<end>
2930,"hello , i was interested in your apple watch . ",intro
2931,hi ! i'm thinking $185 . does this price work with you ? ,init-price
2932,would you be willing to go lower ? i could come pick it up this evening . how about say $170 ? ,counter-price
2933,170 is perfect . i'll be available this evening for you to pick up ,agree
2934,"great , i will see you tonight ! ",thanks
2935,<end>,<end>
2936,hi ! ,intro
2937,hello i am a selling a lg viper phone activated by sprint for really cheap ! ,intro
2938,i don't know a lot about this . can it be activated without a simm card ? ,inquire
2939,it can be activated fully without a sim card . ,inform
2940,"ok , i'll take your word for it , but i must admit i am skeptical , so i'll pay $35 cash . ",init-price
2941,"this is in such good condition and is a touch screen phone , 35 would be a little too low for me ",vague-price
2942,"ok , how about 38 ? ",counter-price
2943,would you be wiling to pay 40 and i will throw in some extra screen protectors with the phone ,counter-price
2944,"yes , sounds good ! ",agree
2945,<end>,<end>
2946,hi ! i think this is a really neat bike and am very interested in it ! ,intro
2947,it is in great condition . it is too big for me . i am asking $250 for the bike and accesories . ,init-price
2948,"well , given the fact that it only retails for 200 , that seems a little high . i am willing to pay 160 since the accessories do not actually work , and it has been used before . ",counter-price
2949,i would be willing to sell it for $185 . ,counter-price
2950,what about 180 and i will come pick it up today ? ,counter-price
2951,perfect . i will see you later today to pick up the bike . ,agree
2952,<end>,<end>
2953,i like the dresser in i am interested in buying how long have you had the dresser ? ,inquire
2954,i have had it a few years . i hate to get rid of but i am moving ,inform
2955,i would like to offer you $454 which includes me picking it up and getting it off your hands . $464 cash on hand ,init-price
2956,that is much lower then i was hoping for . it is a great piece . once you refinish it the value will go up so much more . ,vague-price
2957,would you accept $575 ,counter-price
2958,how about 600 ? ,counter-price
2959,deal sending the offer ,agree
2960,<end>,<end>
2961,hi ,intro
2962,hellos i am interested in your kitchen island cart . is it in great condition ? ,inquire
2963,perfect ,inform
2964,great . is the price negotiable ? i think i would be interested in paying $150 . ,init-price
2965,"lowest im willing to go is 180 , is that ok ? ",counter-price
2966,<end>,<end>
2967,"hello there , you have an interest in my vehicle ? ",intro
2968,"i do . i feel like that price is a bit too high , though . i don't suppose you can come down ? ",vague-price
2969,"i'd be willing to go down a little , but the price listed is the blue book value . do you have an offer ? ",inquire
2970,"well , here's the thing . . . . the warranty only runs until aug 2017 . that's not even a month of coverage . so , i think i'd be willing to offer 13800 ",init-price
2971,"unfortunately that's much too low for a car that's worth 20 , even with the expiring warranty . i could go down as far as 18500 , but that's as far as i can go . ",counter-price
2972,"well , it's worth 20 on the blue book . but at 53k miles , it's been driven about 13k miles a year . that's a bit high . i bet it's due for a fair amount of work so that warranty would be handy . ",supplemental
2973,i guess i could do 14500 . ,counter-price
2974,"i can't do 14500 . i guess i can do 18 , but that's my final offer . ",disagree
2975,i'd be able to do something like that if you'd be willing to pay for a mechanic to inspect it ,supplemental
2976,"sure , i can offer that . ",agree
2977,<end>,<end>
2978,hello ,intro
2979,hey ,intro
2980,i love this property ! it seems to be very convenient for me ,intro
2981,is the price okay ? ,inquire
2982,i think its a bit high ,vague-price
2983,what are you willing to pay for ? ,inquire
2984,im a bit tight on money i can pay $1100 ,init-price
2985,"hmm i'm sorry that is way too low for all the conveniences it has , walking distance of coffee shops , gyms and schools , how about 1800 ? ",counter-price
2986,"alright , you won't regret it ! ",agree
2987,<end>,<end>
2988,"hi , is the honda crv ex still for sale ? ",intro
2989,hey ,intro
2990,is the car still for sale ? ,inquire
2991,"yes , it's still for sale . ",inform
2992,i'm looking for a car for my daughter . can you tell me more about the car ? ,inquire
2993,"the car gets 27 mpg avg in the city alone , so i'm not sure where your daughter will need to commute , but it won't cost her much . also , the car is in great running condition . ",inform
2994,she just needs to get back and forth to work but she has to drive freeway miles . how many miles are on the car ? ,inquire
2995,"i apologize , but for some reason i do not have that information on hand . can i get back to you asap with the exact mileage ? ",inform
2996,sure . i just wanted to know if there are a lot of miles on it . so what's the least you'll take for it ? ,inquire
2997,"there isn't a whole lot of mileage on it , but i'll let you know for sure . the best i can do is $21 , 000 . ",init-price
2998,"wozer . . . ! i was looking at maybe $11 , 000 ",counter-price
2999,"i'm sorry but i couldn't let the car go for that amount . i know you need the car for your daughter to get back and forth , so i'll definitely work with you . would you be willing to pay $16 , 000 for the car ? ",counter-price
3000,"that is still a reach for me . how about $15 , 500 ? ",counter-price
3001,"$15 , 750 and we have a deal . ",counter-price
3002,deal ! i can do that . ,agree
3003,sold ! ,thanks
3004,<end>,<end>
3005,hi ! i saw your posting for the wall mount . i'm willing to buy it for $50 ,init-price
3006,that's a little low . how about we meet in the middle at $70 ? ,counter-price
3007,what if i pick it up from you and pay $60 ,counter-price
3008,65 ? ,counter-price
3009,65 sounds great ! ,agree
3010,alright ,thanks
3011,<end>,<end>
3012,"hello , i'm interested in the bike and would like to know what kind of shape it is in . the picture makes it look kind of rough . ",intro
3013,its vintage . what are you looking to spend . ,intro
3014,i have $75 in cash right now . ,init-price
3015,<end>,<end>
3016,hello ,intro
3017,hello ! i am interested in you cannondale ironman bike ,intro
3018,is this your first sports bike ? ,inquire
3019,no i have one other bike ! ,inform
3020,"wel i tell you , you are going to love this one . . . this girls been really fun . . . ",supplemental
3021,what are you asking for it ? ,inquire
3022,<end>,<end>
3023,hello ,intro
3024,i was wondering if it would be possible for you to meet me for a test drive ,supplemental
3025,yes . please contact me when you are ready at the number available ,supplemental
3026,<end>,<end>
3027,hello ,intro
3028,hi ! are you interested in my 73 datsun ? ,intro
3029,"i am , its a really old car though . i'd have to do a lot of work on it to get it the way i like it . would you accept a cash offer of $2500 . i have the money ready to go ",init-price
3030,i'd be happy to do some work to it for you if we can agree on a higher price . what things are you most interested in having done to the car ? ,vague-price
3031,"if you would be willing to paint it cherry red , i could go as high as $3000 ",counter-price
3032,absolutely ! do we have a deal at 3k for the 73 datsun painted cherry red ? ,agree
3033,deal ! ,thanks
3034,<end>,<end>
3035,i'm interested in your set up ! let's make a deal ! ,intro
3036,sure ! i'm looking to sell these for $50 ,init-price
3037,i'll do 25 right now and come pick it up . i have the cash on me now . the disk part doesn't even work . i think 25 is fair . ,counter-price
3038,how about $35 ? i'll bring it to you . ,counter-price
3039,let's do 30 ? ,counter-price
3040,fair enough . $30 it is ! ,agree
3041,<end>,<end>
3042,hello ,intro
3043,"hi there , i am interested in the lg viper . ",intro
3044,great ! it is in superb condition . i've had it for about a year and i am a fairly light user . ,supplemental
3045,it looks like it's in good condition . the only issue is that i really need a phone and i don't have $55 on my today . i was wondering if you'd be willing to negotiate on the price a little bit ? ,init-price
3046,depends what you have ? ,inquire
3047,i'd really like to pay $45 . ,counter-price
3048,why don't we go with the middle and call it at $50 ? ,counter-price
3049,does it come with a charger ? ,inquire
3050,"yeah , charger , screen protector already on , and an extra battery . ",inform
3051,hmm . will you agree on $48 ? ,counter-price
3052,"nah , 50 ",counter-price
3053,"ok , $40 is fine . ",counter-price
3054,no ,disagree
3055,"i mean to type $50 lol , sorry . ",insist
3056,lol ,unknown
3057,<end>,<end>
3058,"hi , i am interested in this house . can you tell what you think it is worth per month ? ",inquire
3059,5 grand ,init-price
3060,that is ridiculous . ,disagree
3061,i was thinking more around 1700 a month . ,counter-price
3062,well that's what its worth you can ask city hall if you want they will say 5 grand ,insist
3063,"that is funny , because the original list price is only 2480 . ",disagree
3064,"yeah that's for rent to own , but you have to rent it to own it ",unknown
3065,"i understand that . so if i wanted to do rent to own and i could set up a direct deposit , how about 1800 a month ? ",counter-price
3066,that's already low can you afford 2 grand ,vague-price
3067,i'll split it at 1900 . is that enough ? ,counter-price
3068,makes me think you won't be able to pay rent u low ballin ,unknown
3069,"that will not be a issue . i said we could set it up as a direct deposit , so obviously i am not worried about having the money . 1950 is my final offer . ",counter-price
3070,okay i can agree on 1950 if you can find me a way besides direct deposit that you can prove to me you'll be able to make rent every month ,agree
3071,i'll get you a copy of my pay stubs . you will see how much i make . ,supplemental
3072,how much u make a month ? how long you been working and how much are your expenses every month ? ,inquire
3073,"you will see it all on my pay stubs . i have never had a problem with rent or any other bills . i have excellent credit , but feel free to check that out too . ",inform
3074,okay we meet ,agree
3075,<end>,<end>
3076,hello ,intro
3077,hi ! are you here to sign a lease ? ,intro
3078,"yes , i am interested in the apartment . is it a nice area ? ",inquire
3079,"the area is beautiful , in livermore wine country . ",inform
3080,great . are you willing to negotiate on the price ? ,vague-price
3081,a little . i can go down to $1850 . it's a beautiful place with lots of great amenities ! ,init-price
3082,how about 1700 ? i am on a tight budget and any little bit i can save is great . ,counter-price
3083,"i certainly understand ! however , the property owner does not want to go lower that $1800 minimum . can you swing it ? ",counter-price
3084,"yes , that is fine . let's make the deal . ",agree
3085,great ! ,thanks
3086,<end>,<end>
3087,hi there ! i'm interested in the house you're selling . ,intro
3088,"hi there , good to hear . i'm guessing you've seen the ad online and have seen all the features and the listing price ? ",inquire
3089,"yes . it sounds very close to what i'm looking for . my budget is $1775 , but i am open to compromise on price if you can throw some perks in . ",init-price
3090,<end>,<end>
3091,hello ,intro
3092,hi ! how are you today ? ,intro
3093,i am good how about yourself ? ,intro
3094,not too bad . i see you're looking at the vanity and dresser ? ,intro
3095,"yes , i am . can you please tell me more details about the vanity and dresser ? ",inquire
3096,"sure , i've had it for a while , it has four large drawers . two are on the left side and two are on the right . the surface of the desk is light brown , the same color wood as the rest of it . very heavy item but looks and works great in any room ! ",inform
3097,ok . i see that you are asking $650 . is that your final price ? i can pay you $325 right not for them ,init-price
