,text,meta_text
741,i'm asking 430 ,init-price
742,can you tell me anything about the breakage on the right arm rest ? ,inquire
743,"its fairly minor , it can be easily patched up . a couch like this would normally go for a well over 1000 new",inform
744,"how old is the couch ? furniture depreciates very quickly , you know . ",inquire
745,"its only a couple of years old , how much are you looking to spend ? ",inquire
746,i'm looking to spend about $200 .,counter-price
747,"that is far too low i'm afraid . i'd be willing to part with it for about $400 , but only if you can arrange for the pickup",counter-price
748,"i can definitely do pick up , but i can really only go up to $250 for a used couch with a tear in it .",counter-price
749,"that's still too low . look , because there is a tear in it , i'll even throw in a patching kit . give me $375 , and its yours",counter-price
750,<end>,<end>
751,hello ,intro
752,hi how are you ? ,intro
753,i am well . are you interested in the property ? ,inquire
754,very interested can you tell me a bit about it's interior the exterior looks spectacular im assuming the inside does as well ? ,inquire
755,the interior is very nice . it's also in a great neighborhood . ,inform
756,ok that sounds good but 5395 is a little over my budget will you accept 4855 if i gave you security deposit and 3 months rent up front ?,init-price
757,that could work . do you want to come down and see the place as well ? ,inquire
758,nah it looks perfect i know it's going to be great ! ,agree
759,good stuff . ,thanks
760,<end>,<end>
761,"wow , that looks amazing . how is thee surrounding area ",intro
762,it is great . the nieghbors are awesome . it is quiet and not a busy street . ,inform
763,that's good to hear . is it pet friendly ? ,inquire
764,you can have cats or dogs . there is a few depending on the size of the dog . there is a great dog park right up the street . ,inform
765,awesome . the lease price is a tad high . would you be willing to drop the price to $4000 ?,init-price
766,that is low for everything that is offered . ,vague-price
767,how about $4800 ?,counter-price
768,how about 5200 and free utilites for 6 months ?,counter-price
769,you have a deal . ,agree
770,<end>,<end>
771,hello ,intro
772,hi nice truck how many miles and what year is it ,intro
773,"it only has about 50000 miles on it . it is a 1994 , so that is very low mileage .",inform
774,any dant anything wrong with it ,unknown
775,<end>,<end>
776,hi how are you ? ,intro
777,i'm great . how do you like my tv ? ,intro
778,i like it alot ! what condition is it in any scratches dings dents or any problems with the function of the tv itself ? ,inquire
779,the tv is in great condition . i did lose the remote but you can get a universal one or buy one from the manufacturer . other than that it is in perfect condition . ,inform
780,ok thats not really a problem i have an ir blaster on my phone that will control the tv . i can come pick it up today but 200 is a little steep for the model and not having the remote will you do 140 if i come asap and ill bring you a 6 pack of coors too !,init-price
781,140 is too low for me . keep the 6 pack and make $155 and it's a deal .,counter-price
782,<end>,<end>
783,hello ,intro
784,hello ,intro
785,are you interested in this property ? ,inquire
786,how many bed rooms ,inquire
787,2 bedrooms and it is in a very good area .,inform
788,how many bathroom ,inquire
789,1,unknown
790,allnew paint and carpet ,inform
791,"no , it is quite old actually . wanna come by and take a look at it ? ",inquire
792,was there pet living there ,inquire
793,"yes , there were about five dogs and cats there . the price is 1588 , but i will lower it to 1000 for you .",init-price
794,i cant be around cat would you take 700 i will repaint it for you,counter-price
795,700 sounds good . good doing business with you .,agree
796,deal ,thanks
797,<end>,<end>
798,hello ! i see you interested in my two bedroom bath townhome ! ,intro
799,hello i am interested in your unit . can you tell me a bit more about the location ,inquire
800,"yes my two bedroom also have a one and a half bath with a garage and backyard . it includes a stove , refrigerator , dishwasher and garbage disposal . laundry on site also ",inform
801,i understand that but i would like to know more about the location please . i have a 7 year old and i would just like to know more about the location of the unit,inquire
802,"the location is close to schools , easy on and off the freeway and near transit center . ",inform
803,okay great . this move has been quite strenuous on me . i have just been through a nasty divorce . are you willing to negotiate the price a little . i am willing to pay $900 and sign a two year lease . i am a male nurse at the local hospital so i am gainfully employed .,init-price
804,<end>,<end>
805,hey were you interested in the bike ? ,intro
806,yeah it looks kool ! so do you have any wiggle room on the price ? ,inquire
807,i'd be willing to move it down a bit if you're serious about buying . i don't want to move too much from the price point but i'll work with you . what did you have in mind ? ,inquire
808,"well i have cash on hand , would you do ",inquire
809,how much cash are we talking ? ,inquire
810,875 . 00,init-price
811,"i can't go nearly that low . best i could do is maybe 1500 and that's in the low range . i just put new specialized seat posts , alloy bars , and tires . that was nearly 600 alone .",counter-price
812,"yeah i saw that but man it is carbon and you know how that goes when buying used , it only take one hairline and all you got is parts , know what i am saying how about 950 ?",counter-price
813,this is all serviced and everything is new . i would say with all the new components this is mostly a new bike . i won't be profiting at that price . it's worth more than that in parts alone . i can do 1300 .,counter-price
814,<end>,<end>
815,hey there ! ,intro
816,hello ! ,intro
817,is the bike in good condition ? ,inquire
818,the bike is in great condition ! i have had it just a little over a year and don't use it as much as i thought i would . ,inform
819,can you drop it by my place or do i have to pick it up ? ,inquire
820,i would prefer pick up but i can deliver if you are close by . ,inform
821,"alright , we got a deal if you can deliver it . ",agree
822,<end>,<end>
823,hi there how are you ? ,intro
824,i'm good . wow ! awesome humvee . can you tell me how the engine is ? ,inquire
825,yes it has been fully rebuilt and works perfectly ! ,inform
826,"i am guessing the tires are pretty good also , right ? ",inquire
827,yes the tires are authentic us military grade ! ,inform
828,"i would love to take this off your hands , but you are asking a lot of money for it . i was hoping we could talk about getting the price down a bit ",supplemental
829,220000 is what i listed it as i could go a little lower if you are interested . would 20000 work for you ? it truly is a spectacular machine and well worth the price it's a collector's item and will only increase in value !,init-price
830,i have no doubt that it is a great machine ! i have 15000 cash in hand and can be there to pick it up in 20 minutes,counter-price
831,<end>,<end>
832,can you tell me more about this ,inquire
833,i submitted and offer of $40,init-price
834,"for that price , are you going to at least throw in a warranty for me ? ",inquire
835,"sure , i would be happy to include a 1 year warranty",inform
836,ok great . then i think we can do this ,agree
837,<end>,<end>
838,hello ,intro
839,is it new ,inquire
840,"no , but it's in a good condition ",inform
841,pet free house ,inquire
842,you want to know something more about it ? ,inquire
843,pet free how big ,inquire
844,i don't have pets . the only issue is small breakage on right arm rest . that is why i give it for 3 times less than the original price !,inform
845,can you deliver ,inquire
846,yes i will . so you want it for $430 ?,init-price
847,would you take any less ,inquire
848,"how about $410 ? it is a really good deal , you will be very satisfied !",counter-price
849,<end>,<end>
850,"hi there , i am interested in the boombox . ",intro
851,how old is it ? ,inquire
852,"hello ! it's 24 years old , but it's been tested and is totally functional with no missing parts . i can also give you a demo before purchase if you're interested .",inform
853,are there any scratches on it ? ,inquire
854,"not a single one , it's in a really good condition . ",inform
855,i am really interested in it and would be willing to meet today with cash in hand . would you be willing to come down on the price ? ,inquire
856,"it's a vintage item , so i wouldn't be willing to go too low , but sure , it's all yours today for $60 .",init-price
857,i can do that . you got a deal . ,agree
858,<end>,<end>
859,hi i'm very interested in this item ! ,intro
860,hi ! it is still available ! ,intro
861,great ! i was wondering if you would take 45 if i pick it up tonight ! i will bring my husband to help me load it and everything so you won't have to do anything !,init-price
862,"yes , i will take $45 if you can pick it up this evening ! you will love it ! it is in perfect condition as it was kept in our spare bedroom .",agree
863,"awesome ! i will be buying this for my son , it matches his room perfectly ! i will pick up in about an hour for 45 !",agree
864,<end>,<end>
865,hey i'm interested in your bike . ,intro
866,how firm is that price ? ,inquire
867,"well , it's old , so i can negotiate . ",inform
868,i was thinking something like 140 is in my price range .,init-price
869,i might go down to $180 if you can come get it today .,counter-price
870,if we can settle up at 165 i'll come right now with cash .,counter-price
871,if you have $170 it's a deal .,counter-price
872,that works for me . you got yourself a deal ,agree
873,<end>,<end>
874,hey there ! ,intro
875,are you interested in my giant oak mirror ? ,inquire
876,"yeah ! it looks nice . i can offer 35 and pick it up myself , is that good ?",init-price
877,hmm well i bought it for $100 and was trying to get $45 for it . could you ateast do $40 ?,counter-price
878,that seems reasonable ! $40 it is,counter-price
879,okay that works great . you're still coming though my place and picking it up correct ? if so this price works well ! ,agree
880,yes i can pick it up :) ,agree
881,okay thanks a lot ! $40 it is !,thanks
882,<end>,<end>
883,you have an interest in this unlocked lg g5>,inquire
884,yes . what is the condition ? ,inquire
885,i have only had it a couple of months and it is in mint condition ,inform
886,great . would you accept $198 ?,init-price
887,if you can pick it up i can do that . ,agree
888,sure . i'll pick it up . ,agree
889,perfect we have a deal ,thanks
890,great . ,thanks
891,you have to make the offer on the right . ,thanks
892,<end>,<end>
893,i would like to know more about this chair ,unknown
894,its a great chair with lots of support . it was made by herman miller . ,inform
895,what condition is this item in ,inquire
896,great condition ! lightly used . ,inform
897,what is the least you would accept ,inquire
898,probably 370 and i will deliver it .,init-price
899,deal i will send the offer ! ,agree
900,do we have a deal ? ,inquire
901,yes ,unknown
902,should i deliver it ? ,inquire
903,yes ,unknown
904,good ! deal ! ,thanks
905,<end>,<end>
906,hello are you interested in my car listing ,intro
907,is it a smoke free car any dent ,inform
908,"yep , smoke free . the car is well taken care of . it was owned by an adult , no accidents , original paint . i'm asking 7000",init-price
909,do you have the carfax by any chance ,inquire
910,"sure , you can see for yourself . all maintenance has been performed and current . its a fully loaded with full options too , plus leather seats ",inform
911,can i take it for a trst drive ,inquire
912,"absolutely , swing by and give it a drive . i'm in a hurry to sell though , so you need to come by soon ",inform
913,ok im here  ready seem to run good are the tires some what new ,inform
914,"new tires , with premium wheels . tons of life left ",inform
915,i really like the color would you take any less i really need a car ,supplemental
916,i'm willing to work with you on price . take it for a spin and make me a reasonable offer . ,inform
917,run good  would you take 5000,counter-price
918,i was thinking more like $6200 . this car has a good sound system with cd changer and also a moon roof !,counter-price
919,cool im thinking 6000,counter-price
920,you have a deal ,agree
921,deal ,thanks
922,<end>,<end>
923,hi i am interested in your hutch is it still available ? ,inquire
924,yes . we are eager to sell . only $1000 .,init-price
925,"i can't really tell , what is the top made of ? ",inquire
926,the counter top is decorative glass . ,inform
927,nice is it new or used ? ,inquire
928,"it's in ""like new"" condition . it's a showroom piece . ",inform
929,ok i am very interested but $1000 is a bit steep for me . ,insist
930,would you be willing to take $800 for it ? ,counter-price
931,i'll let it go for $900 . this is a beautiful piece .,counter-price
932,could we meet in the middle at $850 ?,counter-price
933,you seem like a nice guy . you have a deal . ,agree
934,<end>,<end>
935,hi ! ,intro
936,is this still available ? ,inquire
937,hi ! i see you are interested in my security alarm ! ,supplemental
938,i sure am ! i would live to come pick it up right now . the only issue is that i only have $4 on me and my bank is closed . if i picked it up right now (i am down the street) would you take $4 ?,init-price
939,yes . i would . ,agree
940,it's a deal then ! see you in a few ! ,agree
941,<end>,<end>
942,hello ,intro
943,hi ! is the car in good condition ? ,inquire
944,perfect condition ! many extras included ! ,inform
945,is it still under warranty ? ,inquire
946,"yes , till august 2017 , and let me tell you , i never needed it !",inform
947,that sounds great . but can you come down on the price tag a bit ? ,inquire
948,"not much , i am sorry . the car is in great shape , with good tires , and only 53k miles , it's really like new",inform
949,"okay , let's do $20000 , but you deliver the car to me . i'm nearby .",init-price
950,"sure , it's a deal ",agree
951,<end>,<end>
952,hi are you interested in the apartment ? ,inquire
953,yes i am . i just moved here from chicago . i am presently staying in an airbnb . tell me more about the location please ? ,inquire
954,"welcome to san fransico ! the property is outstanding and located in a very safe , quiet area of town . it's recently been remodeled and comes fully furnished . ",inform
955,thanks so much . it's so hot here though . does the room come with and air conditioning unit ? ,inquire
956,haha the heat does suck here but yes the apartment has a working ac unit . do you have anymore questions ? ,inform
957,i can pay $990 and sign a 6 month lease immediately .,init-price
958,"ok perfect , you can come into from 9-5 monday through friday . ask for kathy and she'll take care of you .",agree
959,<end>,<end>
960,hello ,intro
961,"hi , what happens when a phone gets metro flashed ? ",inquire
962,you will be able to have an advanced flash that works great for your phone . it is an upgraded flash . ,inform
963,sounds great . i always thought my flash was weak . i'd like to have this done but your price is too high ,unknown
964,how much do you want to pay for it ? ,inquire
965,"i have $30 . btw , how long will this take ?",init-price
966,how about 40 dollars and i will deliver it to you myself ?,counter-price
967,ok . $40 sounds fair but i'll meet you . i don't want to give you my address . i don't know you .,agree
968,sounds good . i don't want your address . ,thanks
969,<end>,<end>
970,hi there are you interested in this apartment ,intro
971,i'm interested in your apartment . ,intro
972,how is the neighborhood ? ,inquire
973,it is a great neighboorhood plus it close to alot of great features like the mall and grocery store ,inform
974,is it pet friendly ? ,inquire
975,yes it is depending on the pet we may have to charge a pet deposit ,inform
976,i have a small cat . the price is a little steep . would you accept $1900 ?,init-price
977,i could do 2000 with a signed lease,counter-price
978,i can live with that . ,agree
979,<end>,<end>
980,i would like to buy this item can you tell me more about the condition ,intro
981,sure . the typewriter comes with the original cover and manual . it is in excellent condition and has been well stored . ,inform
982,would you accept $49 cash in hands,init-price
983,i was really hoping to not go under $50 as i need the money for a specific purpose . would you do $50 if i deliver ?,counter-price
984,yes i would . i will send the offer right now ,agree
985,<end>,<end>
986,i have a great bike here if you are interested . ,intro
987,yes . i want to know more about how well does it ride going up and down hills ? ,inquire
988,it has an upgraded front fork which makes it very smooth for on pavement and trail and handles hills like a champ . ,inform
989,what year did you buy it ? ,inquire
990,it is only about 6 months old and i am going into racing on the street so need a different bike for racing .,inform
991,what kind of condition is it in ? ,inquire
992,"it is in very good condition with bontrager lt-3 , only one month old tires .",inform
993,i see you are asking $300 . is that open to negotiation ?,init-price
994,"of course it is . if you can pick it up , i will knock $75 off the price .",inform
995,ok so for $225 it is mine ?,counter-price
996,yes . ,agree
997,<end>,<end>
998,hi how are you today ? ,intro
999,hi ! i am very interested in this listing ! ,intro
1000,great you are going to love this place the special we have right now is a 2 bedroom 2 bath for only $2295 that is $200 off the normal monthly rent,init-price
1001,"that sounds like a great price but , still just a little above my budget . is there a fitness center on site ? are any utilities included ? ",vague-price
1002,<end>,<end>
1003,hello . ,intro
1004,i am interested in your car . could you tell me a little more about it ? ,inquire
1005,it's a nice reliable old honda . it comes with a sweet pioneer sound system . ,inform
1006,what are the miles ? and is the inspection up to date ? ,inquire
1007,"it's 153k miles . as for inspection , i can't guarantee anything . it runs great though . used cars are buy at own risk .",inform
1008,that's a lot of miles . i could offer you 2000,init-price
1009,i'm also interested in trades . do you have a vehicle ? ,inquire
1010,i have a 2000 honda accrod,inform
1011,i'm looking for a small suv or small pickup . ,unknown
1012,i am sorry . i have an accord and was looking for something smaller . i can offer 2000 for your car,inform
1013,"given the high miles , i could possibly let it go for $3000 .",counter-price
1014,that is a little out of my price range . the highest i could go is 2500 .,counter-price
1015,if you have cash today i'll give it to you for $2700 .,counter-price
1016,i have 2500 in cash,insist
1017,i think i better wait for a better offer . sorry . ,disagree
1018,<end>,<end>
1019,hello ,intro
1020,hi there ! ,intro
1021,this looks like a good car . is it in good condition ? ,inquire
1022,"considering it being 13 years old , it is in great condition ! i have never had any issues with this car and have maintained it perfectly .",inform
1023,are you willing to lower the price at all for me ? i am on a bit of a budget . ,inquire
1024,"i am in no rush to sell it and understand being on a tight budget , but am certainly open to reasonable offers . ",inform
1025,i would like to pay 4900 for it . is that a good deal ?,init-price
1026,that is a bit low for what i will accept . the lowest i will take is 6200 .,counter-price
1027,that sounds good to me . ,agree
1028,"okay , you've got a deal ! ",thanks
1029,<end>,<end>
1030,hi . i see you are interested in my iphone . it works for sprint and is in great condition . ,intro
1031,hello ! does it come in its original packaging ? ,inquire
1032,it does not but has been well kept . ,inform
1033,"that's not a big deal . so , basically , i will have no problems activating it for sprint network , right ? ",unknown
1034,right . it works only on sprint . clean esn and ready to go . ,inform
1035,"okay , i can pay $95 in cash and pick it up from you today . what do you say ?",init-price
1036,would you be willing to do full asking cost if i brought it to you ? ,inquire
1037,"sure , that's an even better deal . ",agree
1038,awesome ! ,thanks
1039,<end>,<end>
1040,hello ,intro
1041,"hello , this ride is totally my style . i am very interested in it . i am new to the area and starting my residency at the local hospital . i need a vehicle that shouts out my personality . i am willing to offer $19800 .",init-price
1042,"the vehicle is in great shape , i am sorry i can not go so low . it's rust free although 23 years old !",vague-price
1043,<end>,<end>
1044,hi ,intro
1045,hi i see that you have a privacy tent for sell ,intro
1046,"yes , it is a great tent at a great price ! are you interested ? ",inquire
1047,i definitely am interested . . . how long have you had the tent ? ,inquire
1048,i only used t a few times last summer . i upgraded and would like to pass this one on . ,inform
1049,is there anything wrong with the tent ? ,inquire
1050,nothing ! no rips or tears . it is is mint condition ! ,inform
1051,awesome ! would you take any less than $15 ?,init-price
1052,"i would really like to get rid of it soon , how about12 and you come get it today ?",counter-price
1053,that sounds like a deal ,agree
1054,<end>,<end>
1055,"hello , i'm possibly interested in these cell phone chargers , but i'm not sure . ",intro
1056,ok what kind of charger are you looking for ? ,inquire
1057,i need something to charge my phone in the car . ,supplemental
1058,ok what kind of phone do you have ? ,inquire
1059,it's an android . ,supplemental
1060,ok i have plenty of those for $10 a piece .,init-price
1061,that's more than i'd like to pay . would you be willing to accept three dollars instead ? ,inquire
1062,that is way to low these are brand new and come in a wide variety of colors . i could get you a plain black or white one for 7,inform
1063,"i'm willing to take the plain white or black one , but 7 is too high . would you be willing to take 5 dollars if i come and pick it up myself ?",counter-price
1064,i guess i can do that ,agree
1065,deal . ,thanks
1066,<end>,<end>
1067,"hello , i see you are interested in my washing machine ? ",intro
1068,yes . how long have you had this washing machine ? ,inquire
1069,i've gotten it only a year ago and it was brand new . no dings or scratches on it . ,inform
1070,works like a charm and runs quiet . ,init-price
1071,would you accept $90 ?,counter-price
1072,i will accept $90 if you come out and pick it up and pay in cash .,agree
1073,sure . can i come tomorrow ? ,inquire
1074,i will be in all day tomorrow . you have my number just text me when you are about to arrive and i will get it ready for loading . ,inform
1075,okay . great ,thanks
1076,<end>,<end>
1077,i would like to know more about this offer . ,intro
1078,yes great plan ,unknown
1079,would you accept $35 cash,init-price
1080,let me check with boss he said the low he can go is 40,counter-price
1081,<end>,<end>
1082,"hello , i am interested in your bike ",intro
1083,great ! do you have any questions ? ,inquire
1084,"how old is it , and what condition is it in ? ",inquire
1085,"it is about a year old . i really did not use it much , i just didnt have the time . it is in great condition . ",inform
1086,"if i come and pick it up myself , can i take it off your hands for $1000 ?",init-price
1087,"i cannot go that low , i can do $1600 . did i mention that i added brand new fasttrack 29-2 . 0 tires ?",disagree
1088,"how about $1500 then , is that fine . i do like the new upgrades by the way .",counter-price
1089,"okay , you got yourself a deal . ",agree
1090,<end>,<end>
1091,hello ,intro
1092,"hello , how are you doing today . my wife and i just bought this bed and we have to relocate immediately and cannot take the bed with us . ",intro
1093,i am offering it for $900 ,init-price
1094,"i see it's from ikea right ? hmm , i am afraid it won't last for a long time ",vague-price
1095,it is a brand new bed and yes it is from ikea ,inform
1096,i know ikea does not have very quality items . what are the dimensions ? ,inquire
1097,i am not sure of the dimensions but it is a king sized bed and it is brand new . ,inform
1098,"hmm , is delivery cost included in the price ? ",inquire
1099,if you would like we can drop it off for you if you . ,inform
1100,"nice . what is the lowest offer you can accept , i was hopring around 770-780$ cause i am not sure for the durability and quality .",counter-price
1101,it is brand new and it is a king sized bed . i can do $800 and have it delivered to you today .,counter-price
1102,<end>,<end>
1103,"hi , i am interested . ",intro
1104,does it come from a pet and smoke free home ? ,inquire
1105,hello ,intro
1106,can you unlock it ? ,inquire
1107,yes it comes from a petfree and smokefree home . it is locked for sprint ,inform
1108,"with it being locked that means it will be more legwork with me , so i am coming in at a flexible offer at $80",init-price
1109,it is in brand new condition i can sell it for 90,counter-price
1110,"yes , but than i have to pay someone to unlock it , so how about $85 ?",counter-price
1111,"ok , but i will only accept cash and you must pick up . ",agree
1112,is that ok ? ,inquire
1113,sounds good . i will pick it up tonight ok ? ,agree
1114,sure ! ,thanks
1115,<end>,<end>
1116,hello ,intro
1117,hey can you tell me about this humvee and it is road legal ? ,inquire
1118,it is legal and it is in perfect condition . ,inform
1119,how many miles are on it ? ,inquire
1120,30000 and that is it . it is ready to go .,init-price
1121,"i am very interested , , would you be willing to take 21 , 000 . 00 cash if i come today to get it ?",counter-price
1122,"if you come down , then i would be willing to knock off a couple more thousand as well . how about 18000 and it is yours ?",counter-price
1123,perfect . i will come today . ,agree
1124,see you . have a good one ,thanks
1125,<end>,<end>
1126,selling this amazing property spacious for 2295,init-price
1127,could you tell me if anything is included in that price ? ,inquire
1128,2 bed 2 bath large kitchen plenty of counter space microwave secure grounds gated community washer dryer,inform
1129,that sounds very nice . this is a bit outside of my price range though . could the price be negotiated ? ,agree
1130,<end>,<end>
1131,i would like to know more about your phone you have for sale ,intro
1132,hi how you doing it about year old unlocked i just bought a new i just dont need ot any more works great big screen ,inform
1133,sounds good would you accept $420 cash and i will come get it also,init-price
1134,it come with a case also i paid 30 for that so the lowes i can do is 500,counter-price
1135,great that sounds good ,agree
1136,deal ,thanks
1137,<end>,<end>
1138,hi i am very interested in the table ! ,intro
1139,does it come with any chairs ? ,inquire
1140,"unfortunately , i'm keeping the chairs . they go nicely with the new table i bought . ",inform
1141,"besides the glass stain , are there any other imperfections ? ",inquire
1142,"no , the table wasn't actually used . it was just in my dining room for show . we eat in the kitchen . ",inform
1143,"okay , well since i would still need to buy chairs , would you be willing to lower the price ? ",inquire
1144,"i think $300 is more than fair but since i need you to pick it up , how about $280 to cover gas ?",init-price
1145,that's still more than i would like to pay . right now the most i can do is $200 .,counter-price
1146,"well since i really need to get rid of it , i'll $200 . make sure you bring help for the lifting because i can't assist",agree
1147,<end>,<end>
1148,i can do $95 dollars if you deliver it,init-price
1149,this is a great table . an antique . ,inform
1150,it is in great condition and has all the original hardware . ,counter-price
1151,$110 and your guy helps me put it together,counter-price
1152,<end>,<end>
1153,hi there . ,intro
1154,can you tell me more about your service ? ,inquire
1155,"hi , we offer complete phone unlocking services , including unblocking from networks such as t-mobile and flash activation . ",inform
1156,how much do you charge ? ,inquire
1157,our fee is $50,init-price
1158,"50$ is a bit high for me , is it negotiable ? ",disagree
1159,maybe for 30$ ? ,counter-price
1160,"if you make the appointment 7 days in advance , we can offer a reduced rate of $40 !",counter-price
1161,that seems fine for me . let's schedule it a week from today ! ,agree
1162,<end>,<end>
1163,hi . ,intro
1164,are you looking for an apartment ? ,inquire
1165,"hello , no . i am actually selling one . ",intro
1166,"oh good , then i have the correct number . ",supplemental
1167,yes this is the correct number . are you looking for anything specific ? ,inquire
1168,"i would like a 2 bedroom with a refrigerator and diishwasher for under $1 , 000",init-price
1169,"sounds great . i have a 2 bedroom and a 1 1/2 bath . it comes with a refrigerator , dishwasher and garbage disposal . i have it up for $1800 .",counter-price
1170,"oh , that sounds pretty good but that is a bit high for me . do you have anything less expensive ? ",vague-price
1171,well the price is slightly higher because it is in a great location where everything is nearby such as shopping centers and schools . i can go slightly lower than $1800 . how is $1500 ?,counter-price
1172,well it does seem convenient to be close to shopping . do i have to maintain my own yard or is that included ? ,inquire
1173,that is included . water and garbage are also paid by me to make it more convenient for you . ,inform
1174,"well i might be able to pay $1 , 300 a month if i could have a small pet . my kids has been wanting a pet forever .",counter-price
1175,"sorry , we don't allow animals . but i would be willing to go as low as $1300 a month .",vague-price
1176,<end>,<end>
1177,"if you pick it up , you can have it for $110",init-price
1178,"hi , i am interested in your table . ",intro
1179,that seems pretty high . can you go lower ? ,inquire
1180,you only have to put 50 down now . and i will accept 20 dollars for the next 3 months .,counter-price
1181,how about i put 40 down now and 20 each month for the next three ?,counter-price
1182,i just want to get rid of it . pick it up ill let it go for $95,counter-price
1183,sounds good to me . ,agree
1184,<end>,<end>
1185,hi . i'm really interested in the place but i'm a little short on your total sking price of $2250 . i have $1575 . would you take that ?,init-price
1186,that is a bit low as with this you get the first month for free . ,inform
1187,i don't have $2250 . all i have is $1575 and i need to move soon .,counter-price
1188,at this time the lowest we can accept for this would be 1800 .,counter-price
1189,can part of it be paid with a credit card then ? it would be my brother's credit card . ,inquire
1190,i can pay the $1575 in cash though . ,counter-price
1191,yes we could take part cash and part credit card for you . ,inform
1192,okay . it's a deal . ,agree
1193,thanks so much we look forward to having you live here ! ,thanks
1194,thanks for working with me . i appreciate it ! ,thanks
1195,<end>,<end>
1196,hello ,intro
1197,hello i am interested in your service . ,intro
1198,am i able to call or text ? ,inquire
1199,sure you can . what questions do you have about this service ? ,inquire
1200,what are your hours ? ,inquire
1201,we are here from 11am to 7:30 pm every single day .,inform
1202,would you take $30 for the service,init-price
1203,30 dollars is a little too low . how bout we meet in the middle at 40 dollars ?,counter-price
1204,how about 35 ?,counter-price
1205,35 can work . wanna come by the store and learn more about it ?,agree
1206,yes ! thank you ! ,thanks
1207,"alright , sounds good . ",thanks
1208,<end>,<end>
1209,"hi there , are you interested in my listing ? ",intro
1210,yes i am ,unknown
1211,"well , it's 900$ but you have to be able to pick it up yourself . comes with a protective cover and everything .",init-price
1212,i will give you 810 since it is used and i will pick it up .,counter-price
1213,could you do 850 ? 810 is a tad low,counter-price
1214,how about 830 ?,counter-price
1215,"sure , i can do that . ",agree
1216,<end>,<end>
1217,can you tell me how many sf this apartment is ? ,inquire
1218,it 1200 sf large livingroom 2 large bedroom,inform
1219,can you include water and trash pickup ? ,inquire
1220,trash is include water is not it runs about 120 amonth not that much,inform
1221,would you be willing to take a $100 . 00 less a month .,init-price
1222,it a real nice appt  with a 12 month lease 2200 month with 2200 depost also sound good,counter-price
1223,<end>,<end>
1224,hello ,intro
1225,hi ! $1895 is a steal for this place--are you ready to buy ?,init-price
1226,it looks good and safe but the price is quite high . . ,vague-price
1227,"considering the community comes with on-site laundry and parking , it's reasonable for the area ! ",inform
1228,are utilities included ? ,inquire
1229,"utilities are included , as is all the care of our on-site pool ! tell you what , just for you , i'll knock 10% off the listing .",inform
1230,"hmm , i was hoping for a little bit more , around 22% off . you ask for a deposit too ?",inquire
1231,deposit is included as well ! how about 15% off listing and we call it a deal ?,inform
1232,so the final price will be 1600$ right ? i wish you had a playground for kids too !,counter-price
1233,we're just a ten minute walk to the public elementary school and an attached public playground ! ,inform
1234,it's a deal then ! ,agree
1235,<end>,<end>
1236,hey i'm interested in your bmx bike . ,intro
1237,how old is it ? ,inquire
1238,i got two years ago from my dad as a birthday gift . ,unknown
1239,what kind of condition is it in ? ,inquire
1240,almost new . i ridden it a few times . i dont use it no more because i have a bad back . ,inform
1241,would you take 250 and i'll come pick it up instead of delivering by coleman courier .,init-price
1242,how about $275 as the back tire is brand new .,counter-price
1243,yeah that sounds like a good deal . i'll take it for 275 and i'll come pick it up later today .,agree
1244,<end>,<end>
1245,hi ,intro
1246,i can offer $3 for the bike .,init-price
1247,no sorry thats too loq ,vague-price
1248,can you give me a counter offer ? ,inquire
1249,sure ,agree
1250,<end>,<end>
1251,hi . i am interested in your bike . ,intro
1252,yes what questions do you have ? ,inquire
1253,have you used it at all ? ,inquire
1254,you know what ? i bought it four weeks as an anniversary gift for my wife but she had already bought one the same day so now we don't need it anymore . ,inform
1255,"okay , well how about 250 and i can come get it myself ?",init-price
1256,how about $280 and i deliver it to you . i have a delivery service .,counter-price
1257,"okay , it is a deal . ",agree
1258,<end>,<end>
1259,hi are you interested in my listing ? ,intro
1260,i am very interested in your listing . ,intro
1261,is it still available ? ,inquire
1262,yes it is . it is 2250 a month with a year lease and you get 1 month off move in with the lease .,inform
1263,that is a bit out of my comfort zone financially . are the appliances included as well ? ,inquire
1264,"yes they are . cats are allowed with extra deposit , dogs aren't ",inform
1265,i see . would you be willing to take 1500/mo for the unit ?,init-price
1266,that is a bit too low . how about 2000 a month ?,counter-price
1267,1750 ? is there a deposit ?,counter-price
1268,no there isn't but that is why i have a lease . how about 1850 ?,counter-price
1269,ok 1850 sounds reasonable,agree
1270,ok great ,thanks
1271,<end>,<end>
1272,"hi , are you interested in humvee ? ",inquire
1273,yes i really like it . how many miles are on it ? ,inquire
1274,"80 , 000 , but it's a really rugged vehicle and it can go a lot longer before it starts to have problems with the engine or transmission .",init-price
1275,"it looks like a great find . just what i am looking for . i don't mean to be cheap but my budget is around 11 , 000",counter-price
1276,"i understand . i don't think i can let it go for $11 , 000 though . i'm sure we an strike a bargain so you can afford it . can you come up on the price ?",insist
1277,"sure i would be willing to go as high at 13 , 500",counter-price
1278,could yo do that up front and pay the rest over a year ? ,inquire
1279,i could pay $6000 up front and the rest in installments,inform
1280,"i could take the offered $13 , 000 as the initial . i can't risk installments for $16 , 000 .",counter-price
1281,ok i understand then my final offer will be $13000 all cash up front,agree
